symbol,vol,cluster_name,cluster
APE,0.9456714130633765,low_vol,0
GMX,0.9463459231410352,low_vol,0
SNX,0.9581561690999555,low_vol,0
KAS,0.9598070811762245,low_vol,0
HBAR,0.9633804738468307,low_vol,0
ID,0.9662448746979581,low_vol,0
ACH,0.9803450070528941,low_vol,0
ARB,0.980846889689013,low_vol,0
THETA,0.9851668537020802,low_vol,0
FLUID,0.9867391307655935,low_vol,0
GRT,0.990731591953181,low_vol,0
FLR,0.9951846958032023,low_vol,0
ULTIMA,1.0021776441917913,low_vol,0
ROSE,1.0050174740738667,low_vol,0
ONE,1.0083547778669546,low_vol,0
IOTX,1.0132614671538938,low_vol,0
NEAR,1.0163200391783433,low_vol,0
BLUR,1.0210093995294371,low_vol,0
UNI,1.0238963141735657,low_vol,0
ENS,1.0243563671171902,low_vol,0
VTHO,1.0255219625796357,low_vol,0
GALA,1.0351213308925582,low_vol,0
IMX,1.035161134953173,low_vol,0
CORE,1.035497005406079,low_vol,0
ONDO,1.037676482601711,low_vol,0
RENDER,1.041990571294307,low_vol,0
MELANIA,1.0507415358955572,low_vol,0
EUL,1.0549636879412374,low_vol,0
XPR,1.0564766649733612,low_vol,0
OP,1.0575431203799508,low_vol,0
STX,1.0578660394432888,low_vol,0
XCN,1.0589793247168235,low_vol,0
STRK,1.0606145892333438,low_vol,0
CRV,1.061759725651059,low_vol,0
JUP,1.0622050568452452,low_vol,0
CFG,1.0711202557325303,low_vol,0
RUNE,1.0766581509365345,low_vol,0
PYTH,1.0785622368411498,low_vol,0
BabyDoge,1.0797703212281395,low_vol,0
SKL,1.0887578854229145,low_vol,0
ZK,1.0894526148443058,low_vol,0
TRAC,1.090384950176634,low_vol,0
SAFE,1.0962940093271285,low_vol,0
INJ,1.0994496047294329,low_vol,0
S,1.1013156607641754,low_vol,0
ZIG,1.1039649010928636,low_vol,0
SUSHI,1.1054208490759951,low_vol,0
PLUME,1.1115431165227116,low_vol,0
SUI,1.1159183634847363,low_vol,0
RLB,1.117190280479647,low_vol,0
ZRO,1.1174286581875612,low_vol,0
CKB,1.122770624926038,low_vol,0
ETHW,1.1229420760802709,low_vol,0
RPL,1.1242404639672816,low_vol,0
W,1.1245648028848825,low_vol,0
AR,1.1248660322629218,low_vol,0
WEMIX,1.1254091276631097,low_vol,0
RSR,1.1304231619194707,low_vol,0
CFX,1.1307952172388684,low_vol,0
HNT,1.131117361089375,low_vol,0
JTO,1.1332964291734755,low_vol,0
AKT,1.136249464417875,low_vol,0
FORM,1.1368723822897444,low_vol,0
BERA,1.1385911535420083,low_vol,0
BEAM,1.1532481783915465,low_vol,0
FET,1.1593181450562873,low_vol,0
HYPE,1.159474352962433,low_vol,0
LDO,1.1603139937161728,low_vol,0
NOT,1.1741692625381173,low_vol,0
CVX,1.1758435900961672,low_vol,0
AXL,1.1824838214433797,low_vol,0
ARKM,1.1827006749757492,low_vol,0
TAO,1.1862728678551935,low_vol,0
ZETA,1.186835829757726,low_vol,0
SEI,1.188376948450475,low_vol,0
MOCA,1.1891529385429853,low_vol,0
MPLX,1.197074757229812,low_vol,0
SUPER,1.1998254424010275,low_vol,0
IP,1.2085678271919678,low_vol,0
TIA,1.2092601963920362,low_vol,0
JASMY,1.2104041295633432,low_vol,0
LPT,1.224490311335307,low_vol,0
VELO,1.224996420588002,low_vol,0
PEAQ,1.2264733044901828,low_vol,0
ALT,1.2273297579692837,low_vol,0
MEME,1.22806083538716,low_vol,0
FLOKI,1.2311284347333116,low_vol,0
PENDLE,1.2321344002397043,low_vol,0
DRIFT,1.2373824102618003,low_vol,0
FTT,1.2477942730832527,low_vol,0
WLD,1.2597707948151615,low_vol,0
COW,1.2650287630905157,low_vol,0
QUBIC,1.2674398251804866,low_vol,0
ORDI,1.271105627242319,low_vol,0
ETHFI,1.2713208920937145,low_vol,0
TEL,1.276634162588614,low_vol,0
RAY,1.2919482950030032,low_vol,0
BOME,1.2936840406629,low_vol,0
XYO,1.3033280858120446,high_vol,1
PEPE,1.3153479598783842,high_vol,1
SAROS,1.3255130612142854,high_vol,1
ORCA,1.3362579846696576,high_vol,1
MERL,1.337423050527745,high_vol,1
OM,1.3453063539315215,high_vol,1
MORPHO,1.3520922924030083,high_vol,1
ZBCN,1.353016244812825,high_vol,1
MOVE,1.3556005979893313,high_vol,1
SNEK,1.3751825514417804,high_vol,1
GRASS,1.3755191229222434,high_vol,1
AERO,1.3829025912610513,high_vol,1
SYRUP,1.3924888117877394,high_vol,1
EIGEN,1.4017176421232167,high_vol,1
AIOZ,1.4102294623399991,high_vol,1
LAYER,1.4109561666113246,high_vol,1
CHEEMS,1.4258145934244815,high_vol,1
PI,1.4300393988018025,high_vol,1
ENA,1.4419520344817476,high_vol,1
UXLINK,1.4466361069851161,high_vol,1
BONK,1.4585283562982587,high_vol,1
KAITO,1.4739389284161664,high_vol,1
MEW,1.4825881319626721,high_vol,1
WIF,1.4908814975860225,high_vol,1
KMNO,1.4942557149923368,high_vol,1
BRETT,1.514893968852073,high_vol,1
REKT,1.519858673358057,high_vol,1
TRUMP,1.5719318384281498,high_vol,1
DOG,1.5915975178996564,high_vol,1
BIO,1.6364828242514329,high_vol,1
NEIRO,1.6612837900612742,high_vol,1
PENGU,1.7332634920344392,high_vol,1
AB,1.8384307420084869,high_vol,1
VIRTUAL,1.863037914838647,high_vol,1
MOG,1.9164974224280098,high_vol,1
TURBO,1.9494846118478284,high_vol,1
NPC,1.9896718744384496,high_vol,1
POPCAT,2.007812196258819,high_vol,1
DEEP,2.0486562897911407,high_vol,1
MOODENG,2.087400597243426,high_vol,1
PNUT,2.2675259297704686,high_vol,1
TOSHI,2.3419555324595493,high_vol,1
TIBBIR,2.3574326742865566,high_vol,1
FARTCOIN,2.6619967542452203,high_vol,1
SPX,2.678098008402806,high_vol,1
WHITE,2.8590604904427006,high_vol,1
